,passage,questions,answers
89,"
In mathematics, the zero (or root) of a function is a value that produces an output of 0. When this happens, we say that the function ""vanishes"" at that particular input value. In other words, if f(x) = 0 then x is called a ""zero"" or ""root"" of the function f.

"," If x=2 is a zero of the function f(x), does it mean that 2*f(x)=0 ? 
", False
90,"Team GB is the Great Britain and Northern Ireland Olympic team. From 1996 onwards, following the dissolution of the Soviet Union, ""Unified Team"" was used as a replacement for references to specific republics within it (e.g., Russia) in order to prevent any political overtones from affecting events; henceforward only athletes from England, Scotland and Wales competed under their own separate National Olympic Committees
"," 
Did athletes from all four countries that make up Great Britain compete under one banner before 1996?
"," 
False"
91,"The Way Back is a 2010 American survival drama film directed by Peter Weir, from a screenplay by Keith Clarke and Weir. The film stars Jim Sturgess, Colin Farrell, Ed Harris and Saoirse Ronan. It is based on the 1941 novel The Long Walk by Slavomir Rawicz, which claims to be based on true events of Polish prisoners of war who escaped from a Soviet Gulag in 1940 and trekked 4200 miles overland to freedom in India
"," Is 'The Way Back' based on a true story? 
", True
92,"McCormick Place is a train station in Chicago, Illinois. It serves the Metra Electric Line and South Shore Line. The station is located near McCormick Place, Soldier Field, and the Museum Campus. 
"," Is McCormick Place Station located near Soldier Field? 
", True
93,"The Shetland Pony is a breed of pony originating in the Shetland Isles. A small horse, the Shetland pony has thick coat, short legs and compact body. It is strong for its size and can be used for various riding purposes such as pack animals or children's ponies.
"," Do sheltand ponies have long hair? 
", True
94,"The Kansas City Chiefs are a professional American football team based in Kansas City, Missouri. The Chiefs compete in the National Football League (NFL) as a member club of the league's American Football Conference (AFC) West division. The team was founded in 1960 as the Dallas Texans by businessman Lamar Hunt and was a charter member of the AFL.[9] In 1963, the team relocated to Kansas City and assumed their current name.[10][11] The Chiefs joined the NFL as a result of merging with three other AFL teams following Super Bowl IV; they have appeared more times than any other AFC or NFC team since 1970,[12] winning eight conference championships along with nine playoff appearances during that time span
"," Were chiefs originally from kansas city? 
", False
95,"Jurassic World: Fallen Kingdom is a 2018 American science fiction adventure film and the sequel to Jurassic World (2015). Directed by J. A. Bayona, it was written by Colin Trevorrow and Derek Connolly from a story by Trevorrow and his writing partner, Justin Marks. Produced by Frank Marshall, Patrick Crowley, Belén Atienza andTreverrow, the film features Chris Prattand Bryce Dallas Howardreprising their lead roles of Owen Gradyand Claire Dearingrespectively; withBD Wongalso returning as Dr. Henry Wufrom previous films in the franchise
"," Is BD Wong in this movie? 
", True
96,"
The Yellow Brick Road is a fictional road that appears in the 1900 novel The Wonderful Wizard of Oz, by American author L. Frank Baum. In the story, the road leads from Munchkin Country to the Emerald City, and is associated with happiness and good luck. 

"," Is the yellow brick road a real place? 
", False
97,"The Spanish language in the United States has been spoken since the 16th and 17th centuries when explorers, conquistadors, and missionaries from Spain arrived. It is estimated that there are more than 50 million Hispanic Americans who speak Spanish as their first or second language. The use of Spanish in the United States today varies depending on region, social status, age group, religious affiliation, etc. 
"," Is it possible to learn Spanish as a second language in the United States? 
", True
98,"The large intestine, also known as the large bowel or colon, is the last part of the gastrointestinal tract and of the digestive system in vertebrates. The small intestine connects to it via a section of tissue called the ileocecal valve. Most absorption of food takes place in this organ.[1]
The main function of the large intestine is to absorb water from digested food and store wastes prior to defecation. Undigested material that reaches here (mostly cellulose) undergoes fermentation by bacteria which produces short-chain fatty acids that are absorbed into circulation through diffusion.[2][3]
"," Does undigested matter go through fermentation? 
", True
99,"Dolores Claiborne is a 1995 American psychological thriller film directed by Taylor Hackford and starring Kathy Bates, Jennifer Jason Leigh, David Strathairn, Christopher Plummer, John C. Reilly, Eric Bogosian and Judith Ivey. The screenplay by Tony Gilroy is based on Stephen King's 1992 novel of the same name.[2] 
"," Is Dolores Claiborne a book? 
", False
100,"Corporate governance is the system of rules, practices and processes by which a company is directed and controlled. Corporate governance essentially involves balancing the interests of a company's many stakeholders, such as shareholders, management, customers, suppliers, financiers and the community.
"," 
Does corporate governance involve balancing the interests of a company's stakeholders? 
", True
101,"""In My Feelings"" is a song by Canadian rapper Drake from his fifth studio album Scorpion (2018). The song was released to radio on July 10, 2018 as the lead single from the album. It peaked at number one on the US Billboard Hot 100 and became Drake's ninth US number-one single. Internationally, ""In My Feelings"" topped charts in several countries, including Australia, Canada, France, New Zealand and Spain
"," Did ""In my feelings"" become drake's ninth us number one? 
", True
